label,ac_year,district,block,udise,school_name
,,KANGRA,DHARAMSALA,2020604402,GPS KERERI-KHAS
,,KANGRA,DHARAMSALA,2020604404,GPS UPPER KHARI BAHI
,,KANGRA,DHARAMSALA,2020604501,GPS KASBA NARWANA
,,KANGRA,DHARAMSALA,2020604502,GSSS KASBA NARWANA
,,KANGRA,DHARAMSALA,2020604601,GPS KASBA NARWANA-II
,,KANGRA,DHARAMSALA,2020604602,GPS KHIRKU
,,KANGRA,DHARAMSALA,2020604701,GPS KHAROTA
,,KANGRA,DHARAMSALA,2020604801,GPS KOHALA
,,KANGRA,DHARAMSALA,2020604901,GPS TIKA KHAS
,,KANGRA,DHARAMSALA,2020605001,GPS KANDRER
,,KANGRA,DHARAMSALA,2020605101,GSSS KHANIARA
,,KANGRA,DHARAMSALA,2020605201,GPS LANJHANI
,,KANGRA,DHARAMSALA,2020605301,GPS SLANGRI
,,KANGRA,DHARAMSALA,2020605401,GPS MAITTI
,,KANGRA,DHARAMSALA,2020605501,GPS MANDAL
,,KANGRA,DHARAMSALA,2020605502,GSSS MANDAL
,,KANGRA,DHARAMSALA,2020605601,GPS MANED
,,KANGRA,DHARAMSALA,2020605701,GPS NARGHOTA
,,KANGRA,DHARAMSALA,2020605901,GPS KHARI BAHI
,,KANGRA,DHARAMSALA,2020606001,GPS MD BEHRA
,,KANGRA,DHARAMSALA,2020606101,GPS PASSU
,,KANGRA,DHARAMSALA,2020606102,GSSS PASSU
,,KANGRA,DHARAMSALA,2020606201,GPS SUKHUGHAT
,,KANGRA,DHARAMSALA,2020606301,GPS RAKKAR
,,KANGRA,DHARAMSALA,2020606302,GSSS RAKKAR
,,KANGRA,DHARAMSALA,2020606303,GPS SAMLEKHAR NAG
,,KANGRA,DHARAMSALA,2020606401,GPS RASAN
,,KANGRA,DHARAMSALA,2020606501,GPS RAWA
,,KANGRA,DHARAMSALA,2020606701,GPS SAKOH
,,KANGRA,DHARAMSALA,2020606702,GSSS SAKOH
,,KANGRA,DHARAMSALA,2020606901,GPS SIDHBARI
,,KANGRA,DHARAMSALA,2020606902,GHS SIDHBARI
,,KANGRA,DHARAMSALA,2020607002,GPS SIDHPUR
,,KANGRA,DHARAMSALA,2020607101,GPS SIKNA -DA-MODE
,,KANGRA,DHARAMSALA,2020607201,GPS SOKNI-DA-KOT
,,KANGRA,DHARAMSALA,2020607301,GPS SUDHER
,,KANGRA,DHARAMSALA,2020607303,GPS DHAR
,,KANGRA,DHARAMSALA,2020607304,GPS DHAR KUSUMBHER
,,KANGRA,DHARAMSALA,2020607501,GHS SUKKAR
,,KANGRA,DHARAMSALA,2020607502,GPS SUKKAR
,,KANGRA,DHARAMSALA,2020607601,GPS TANG NARWANA
,,KANGRA,DHARAMSALA,2020607602,GSSS TANG NARWANA
,,KANGRA,DHARAMSALA,2020607603,GPS ANDRAR
,,KANGRA,DHARAMSALA,2020607701,GPS TANGROTI-KHAS
,,KANGRA,DHARAMSALA,2020607702,GMS TANGROTI KHAS
,,KANGRA,DHARAMSALA,2020607801,GPS TIKKA THAMBA
,,KANGRA,DHARAMSALA,2020607901,GHS TOTARANI
,,KANGRA,DHARAMSALA,2020607902,GPS NADDI
,,KANGRA,DHARAMSALA,2020608001,GPS TIKKA CHELIAN
,,KANGRA,DHARAMSALA,2020608101,GPS UPPER MANED
,,KANGRA,DHARAMSALA,2020608201,GPS CHATEHAR
,,KANGRA,DHARAMSALA,2020608202,GHS CHATAIR
,,KANGRA,DHARAMSALA,2020608301,GPS GATRI
,,KANGRA,DHARAMSALA,2020608302,GMS GATRI
,,KANGRA,DHARAMSALA,2020608401,GPS JOGIBARA
,,KANGRA,DHARAMSALA,2020608706,GPS SLATE GODAM
,,KANGRA,DHARAMSALA,2020608801,GPS GHAROH
,,KANGRA,DHARAMSALA,2020609201,GMS UTHRAGRAN
,,KANGRA,DHARAMSALA,2020609501,GHS KAND BAGIARA
,,KANGRA,DHARAMSALA,2020609701,GMS RAMERH
,,KANGRA,FATEHPUR,2020700101,GPS REY AGAHAR
,,KANGRA,FATEHPUR,2020700102,GSSS REY
,,KANGRA,FATEHPUR,2020700201,GPS ANOH
,,KANGRA,FATEHPUR,2020700202,GMS ANOH
,,KANGRA,FATEHPUR,2020700301,GMS ANOH DYAL
,,KANGRA,FATEHPUR,2020700401,GPS BADIALI
,,KANGRA,FATEHPUR,2020700402,GSSS BADIALI
,,KANGRA,FATEHPUR,2020700501,GPS MANDLAI
,,KANGRA,FATEHPUR,2020700601,GPS BANAL
,,KANGRA,FATEHPUR,2020700701,GPS BARLA
,,KANGRA,FATEHPUR,2020700801,GPS BANKEHAR
,,KANGRA,FATEHPUR,2020700901,GPS BANKROLI
,,KANGRA,FATEHPUR,2020701001,GPS BARI
,,KANGRA,FATEHPUR,2020701101,GPS BAROH
,,KANGRA,FATEHPUR,2020701201,GPS BAROONA
,,KANGRA,FATEHPUR,2020701202,GMS BAROONA
,,KANGRA,FATEHPUR,2020701301,GPS BAROT
,,KANGRA,FATEHPUR,2020701302,GMS BAROT
,,KANGRA,FATEHPUR,2020701401,GPS BARTIAL
,,KANGRA,FATEHPUR,2020701501,GPS BASSI
,,KANGRA,FATEHPUR,2020701601,GPS BATAHRI
,,KANGRA,FATEHPUR,2020701602,GMS BATAHRI
,,KANGRA,FATEHPUR,2020701701,GPS TAHLI KA KAWAL
,,KANGRA,FATEHPUR,2020701801,GPS BHABROLI
,,KANGRA,FATEHPUR,2020701901,GPS BHANTH
,,KANGRA,FATEHPUR,2020702001,GPS BHATI RIALAN
,,KANGRA,FATEHPUR,2020702101,GPS BHAOTLI
,,KANGRA,FATEHPUR,2020702301,GPS BHOTLI SAMIALAN
,,KANGRA,FATEHPUR,2020702401,GPS BHERTA
,,KANGRA,FATEHPUR,2020702501,GPS BOHAL
,,KANGRA,FATEHPUR,2020702502,GMS BOHAL
,,KANGRA,FATEHPUR,2020702601,GPS DADOLI
,,KANGRA,FATEHPUR,2020702701,GPS DHAMETA
,,KANGRA,FATEHPUR,2020702702,GSSS DHAMETA
,,KANGRA,FATEHPUR,2020702801,GPS DHANARA
,,KANGRA,FATEHPUR,2020702901,GPS DIANA
,,KANGRA,FATEHPUR,2020702902,GSSS DIANA
,,KANGRA,FATEHPUR,2020703001,GPS FATEHPUR
,,KANGRA,FATEHPUR,2020703002,GSSS FATEHPUR
,,KANGRA,FATEHPUR,2020703101,GPS GHAITH
,,KANGRA,FATEHPUR,2020703201,GPS HATLI
,,KANGRA,FATEHPUR,2020703401,GPS HARA
,,KANGRA,FATEHPUR,2020703402,GMS HARA JOGIAN
,,KANGRA,FATEHPUR,2020703501,GSSS HATLI
,,KANGRA,FATEHPUR,2020703601,GPS GUBBAR HOSHIANA
,,KANGRA,FATEHPUR,2020703701,GPS HOURI DEVI
,,KANGRA,FATEHPUR,2020703702,GSSS HOURI DEVI
,,KANGRA,FATEHPUR,2020703801,GPS JAGNOLI
,,KANGRA,FATEHPUR,2020703802,GMS CHATTA
,,KANGRA,FATEHPUR,2020703901,GHS JAKHBAR
,,KANGRA,FATEHPUR,2020704001,GPS JHAROLI
,,KANGRA,FATEHPUR,2020704101,GMS JAKHARA
,,KANGRA,FATEHPUR,2020704102,GPS JAKHARA
,,KANGRA,FATEHPUR,2020704401,GPS JHUMB KHAS-II
,,KANGRA,FATEHPUR,2020704402,GMS JHUMB-ll
,,KANGRA,FATEHPUR,2020704501,GPS JOGI-HARA
,,KANGRA,FATEHPUR,2020704701,GPS KANDOR
,,KANGRA,FATEHPUR,2020704801,GPS KASIYAL
,,KANGRA,FATEHPUR,2020705001,GPS KHATIAR
,,KANGRA,FATEHPUR,2020705002,GSSS KHATIAR
,,KANGRA,FATEHPUR,2020705101,GPS KHEHAR
,,KANGRA,FATEHPUR,2020705102,GMS KHEHAR
,,KANGRA,FATEHPUR,2020705201,GPS KHOR
,,KANGRA,FATEHPUR,2020705301,GPS KHUKHNARA
,,KANGRA,FATEHPUR,2020705402,GPS JUNAT KALAN
,,KANGRA,FATEHPUR,2020705403,GHS KOHLARI
,,KANGRA,FATEHPUR,2020705501,GPS KUM
,,KANGRA,FATEHPUR,2020705601,GPS KURAL
,,KANGRA,FATEHPUR,2020705701,GPS LALWANA
,,KANGRA,FATEHPUR,2020705702,GMS LALWANA
,,KANGRA,FATEHPUR,2020705801,GPS LARHOON
,,KANGRA,FATEHPUR,2020705802,GMS LARHOON
,,KANGRA,FATEHPUR,2020705901,GPS LATHIAL
,,KANGRA,FATEHPUR,2020705902,GSSS LATHIAL
,,KANGRA,FATEHPUR,2020706001,GPS JAKHBAR
,,KANGRA,FATEHPUR,2020706101,GPS MAHOLI
,,KANGRA,FATEHPUR,2020706102,GMS MOHALI
,,KANGRA,FATEHPUR,2020706201,GPS MALHANTA
,,KANGRA,FATEHPUR,2020706202,GHS MALHANTA
,,KANGRA,FATEHPUR,2020706301,GPS MANGARH
,,KANGRA,FATEHPUR,2020706401,GPS MANOH
,,KANGRA,FATEHPUR,2020706501,GPS MANOH-SIHAL
,,KANGRA,FATEHPUR,2020706502,GHS MANOH-SIHAL
,,KANGRA,FATEHPUR,2020706601,GPS MINTAH
,,KANGRA,FATEHPUR,2020706701,GPS MOCH
,,KANGRA,FATEHPUR,2020706801,GPS MOHAR
,,KANGRA,FATEHPUR,2020706802,GMS MOHAR
,,KANGRA,FATEHPUR,2020706901,GPS MUDHA GADROLI
,,KANGRA,FATEHPUR,2020707001,GPS NAGAL
,,KANGRA,FATEHPUR,2020707002,GMS NAGAL
,,KANGRA,FATEHPUR,2020707101,GPS NANGAL
,,KANGRA,FATEHPUR,2020707102,GSSS NANGAL
,,KANGRA,FATEHPUR,2020707103,GPS NANGAL CHARJAN
,,KANGRA,FATEHPUR,2020707201,GPS NARNHUN
,,KANGRA,FATEHPUR,2020707301,GPS PALLI
,,KANGRA,FATEHPUR,2020707401,GPS PAROL
,,KANGRA,FATEHPUR,2020707501,GPS PARRAH
,,KANGRA,FATEHPUR,2020707601,GPS JAKHARA (G)
,,KANGRA,FATEHPUR,2020707701,GPS PATTI SAMLET
,,KANGRA,FATEHPUR,2020707702,GMS PATTI SAMLET
,,KANGRA,FATEHPUR,2020707801,GPS POLIAN
,,KANGRA,FATEHPUR,2020707802,GHS POLIAN
,,KANGRA,FATEHPUR,2020707901,GPS RAJWAL
,,KANGRA,FATEHPUR,2020708001,GPS REENGH
,,KANGRA,FATEHPUR,2020708101,GPS REHAN
,,KANGRA,FATEHPUR,2020708102,GHS(G) REHAN
,,KANGRA,FATEHPUR,2020708103,GSSS REHAN
,,KANGRA,FATEHPUR,2020708201,GMS REY-KHAS
,,KANGRA,FATEHPUR,2020708202,GPS REY KHAS
,,KANGRA,FATEHPUR,2020708301,GPS SAMKAR
,,KANGRA,FATEHPUR,2020708401,GPS SAMLET
,,KANGRA,FATEHPUR,2020708402,GHS SAMLET
,,KANGRA,FATEHPUR,2020708501,GPS SANAURATH
,,KANGRA,FATEHPUR,2020708601,GPS SATHANA
,,KANGRA,FATEHPUR,2020708602,GSSS SATHANA
,,KANGRA,FATEHPUR,2020708801,GPS SIHOLI
,,KANGRA,FATEHPUR,2020708901,GPS SUNET
,,KANGRA,FATEHPUR,2020709001,GPS SUNHARA
,,KANGRA,FATEHPUR,2020709201,GPS JHUMB KHAS
,,KANGRA,FATEHPUR,2020709301,GPS TAKWAL
,,KANGRA,FATEHPUR,2020709401,GPS THEHAR
,,KANGRA,FATEHPUR,2020709501,GPS TUHARAR
,,KANGRA,FATEHPUR,2020709601,GPS TUTWAN SIHAL
,,KANGRA,FATEHPUR,2020709701,GHS CHHATTER
,,KANGRA,FATEHPUR,2020709801,GSSS DINILARTH
,,KANGRA,FATEHPUR,2020709901,GMS KANGRERI
,,KANGRA,FATEHPUR,2020710001, SJS  GSSS MAKROLI
,,KANGRA,FATEHPUR,2020710501,GPS HADWAL
,,KANGRA,FATEHPUR,2020710801,GHS KHANDA SANIHAL
,,KANGRA,INDORA,2020800101,GPS BADUKHAR
,,KANGRA,INDORA,2020800201,GPS BAHADPUR
,,KANGRA,INDORA,2020800202,GSSS BAHADPUR
,,KANGRA,INDORA,2020800301,GPS BAIN ATTARIAN
,,KANGRA,INDORA,2020800302,GMS BAIN ATTARIAN
,,KANGRA,INDORA,2020800401,GPS BAIN INDORIAN
,,KANGRA,INDORA,2020800402,GHS BAIN INDORIAN
,,KANGRA,INDORA,2020800501,GPS BAKRARWAN
,,KANGRA,INDORA,2020800601,GPS BALEER
,,KANGRA,INDORA,2020800602,GMS BALEER
,,KANGRA,INDORA,2020800701,GPS BALKHOR
,,KANGRA,INDORA,2020800801,GMS BANDYAL
,,KANGRA,INDORA,2020800901,GPS BARIKHAD
,,KANGRA,INDORA,2020801001,GPS BAROTA
,,KANGRA,INDORA,2020801101,GPS BASANTPUR KHAS
,,KANGRA,INDORA,2020801102,GSSS BASANTPUR
,,KANGRA,INDORA,2020801201,GPS BELA INDORA
,,KANGRA,INDORA,2020801202,GPS RATTAN GARH
,,KANGRA,INDORA,2020801301,GPS BELA LUDHIARCHAN
,,KANGRA,INDORA,2020801401,GPS BELA THAKRAN
,,KANGRA,INDORA,2020801501,GPS BELI MAHANTA
,,KANGRA,INDORA,2020801601,GPS BHADROYA
,,KANGRA,INDORA,2020801602,GMS BHADROYA
,,KANGRA,INDORA,2020801701,GPS BHAPOO
,,KANGRA,INDORA,2020801702,GHS BHAPOO
,,KANGRA,INDORA,2020801801,GPS BHOGARWAN
,,KANGRA,INDORA,2020801802,GSSS BHOGARWAN
,,KANGRA,INDORA,2020801901,GPS BHOJPUR
,,KANGRA,INDORA,2020802001,GPS CHANGRARA
,,KANGRA,INDORA,2020802101,GPS CHANOUR
,,KANGRA,INDORA,2020802201,GPS CHHANNI
,,KANGRA,INDORA,2020802202,GHS CHHANNI
,,KANGRA,INDORA,2020802401,GPS CHUHARPUR
,,KANGRA,INDORA,2020802501,GPS DAH KULARA
,,KANGRA,INDORA,2020802502,GSSS DAH KULARA
,,KANGRA,INDORA,2020802601,GSSS DAINKWAN
,,KANGRA,INDORA,2020802602,GPS DAINKWAN
,,KANGRA,INDORA,2020802701,GPS DAMTAL DHAM
,,KANGRA,INDORA,2020802702,GMS ANDROON DAMTAL
,,KANGRA,INDORA,2020802703,GMS DAMTAL DHAM
,,KANGRA,INDORA,2020802801,GPS DAMTAL
,,KANGRA,INDORA,2020802901,GPS DHAMOTA
,,KANGRA,INDORA,2020802902,GMS DHAMOTA
,,KANGRA,INDORA,2020803001,GPS DHANGUPEER
,,KANGRA,INDORA,2020803002,GMS DHANGUPEER
,,KANGRA,INDORA,2020803101,GPS DHANTOL
,,KANGRA,INDORA,2020803201,GPS DUHAG BAKSHIAN
,,KANGRA,INDORA,2020803301,GMS DUHAG BAKSHIAN
,,KANGRA,INDORA,2020803401,GPS GAGWAL-I
,,KANGRA,INDORA,2020803402,GPS GAGWAL-II
,,KANGRA,INDORA,2020803403,GHS GAGWAL
,,KANGRA,INDORA,2020803405,GMS GAGWAL-II
,,KANGRA,INDORA,2020803501,GPS GHAGWAN
,,KANGRA,INDORA,2020803601,GPS GHANDRAN
,,KANGRA,INDORA,2020803602,GHS GHANDRAN
,,KANGRA,INDORA,2020803701,GPS GHAROON CHARURI
,,KANGRA,INDORA,2020803801,GPS GHORAN
,,KANGRA,INDORA,2020803802,GSSS GHORAN
,,KANGRA,INDORA,2020803901,GPS GUZZER NALA
,,KANGRA,INDORA,2020803902,GMS GUZZER NALA
,,KANGRA,INDORA,2020804001,GPS HALER-I
,,KANGRA,INDORA,2020804101,GPS HARIZAN BASTI
,,KANGRA,INDORA,2020804201,GPS INDORA
,,KANGRA,INDORA,2020804202,GSSS INDORA(G)
,,KANGRA,INDORA,2020804203,GSSS INDORA
,,KANGRA,INDORA,2020804301,GPS INDPUR
,,KANGRA,INDORA,2020804302,GHS INDPUR
,,KANGRA,INDORA,2020804401,GPS JATT BELI
,,KANGRA,INDORA,2020804501,GPS BARI KANDRORI
,,KANGRA,INDORA,2020804503,GSSS BARI KANDRORI
,,KANGRA,INDORA,2020804701,GPS KATHGARH
,,KANGRA,INDORA,2020804801,GPS MADHOLI(B)
,,KANGRA,INDORA,2020804901,GPS KURSAIN
,,KANGRA,INDORA,2020805001,GPS LODHWAN
,,KANGRA,INDORA,2020805002,GSSS LODWAN
,,KANGRA,INDORA,2020805101,GPS MADHOLI(G)
,,KANGRA,INDORA,2020805201,GPS MAJRA
,,KANGRA,INDORA,2020805202,GHS MAJRA
,,KANGRA,INDORA,2020805301,GSSS MALAHRI
,,KANGRA,INDORA,2020805302,GPS MALAHRI
,,KANGRA,INDORA,2020805401,GPS MALKANA
,,KANGRA,INDORA,2020805402,GPS DASOLI MALKANA
,,KANGRA,INDORA,2020805403,GMS MALKANA
,,KANGRA,INDORA,2020805501,GPS MALOT
,,KANGRA,INDORA,2020805601,GPS HALER-II
,,KANGRA,INDORA,2020805701,GPS MAND MIANI
,,KANGRA,INDORA,2020805702,GSSS MAND MIANI
,,KANGRA,INDORA,2020805801,GPS MAND SAHOUR
,,KANGRA,INDORA,2020805901,GPS MILWAN
,,KANGRA,INDORA,2020806001,GPS MOHTLI
,,KANGRA,INDORA,2020806002,GSSS MOHTLI
,,KANGRA,INDORA,2020806004,GPS MOHTLI KHARAD
,,KANGRA,INDORA,2020806101,GPS NALUHA
,,KANGRA,INDORA,2020806201,GPS NANGRAWAN
,,KANGRA,INDORA,2020806301,GPS NASWAL
,,KANGRA,INDORA,2020806401,GPS PALAKH-I
,,KANGRA,INDORA,2020806402,GPS PALAKH-II
,,KANGRA,INDORA,2020806501,GPS PANIALA
,,KANGRA,INDORA,2020806601,GPS PARAL
,,KANGRA,INDORA,2020806602,GPS FALAI
,,KANGRA,INDORA,2020806603,GSSS PARAL
,,KANGRA,INDORA,2020806701,GPS RAJA KHASA
,,KANGRA,INDORA,2020806702,GMS RAJA KHASA
,,KANGRA,INDORA,2020806801,GPS RAJGIR
,,KANGRA,INDORA,2020806901,GPS REHATPUR
,,KANGRA,INDORA,2020807001,GPS RIALI
,,KANGRA,INDORA,2020807002,GSSS RIALI
,,KANGRA,INDORA,2020807003,GMS JATT BELI
,,KANGRA,INDORA,2020807101,GPS SAHOURA
,,KANGRA,INDORA,2020807102,GHS SAHOURA
,,KANGRA,INDORA,2020807201,GPS SAHOURA JATTAN
,,KANGRA,INDORA,2020807301,GPS SAMAL
,,KANGRA,INDORA,2020807401,GPS SAMOON
,,KANGRA,INDORA,2020807501,GPS SANJWAN
,,KANGRA,INDORA,2020807601,GPS SANOUR
,,KANGRA,INDORA,2020807701,GPS SIRAT
,,KANGRA,INDORA,2020807801,GPS SUGH
,,KANGRA,INDORA,2020807802,GSSS SUGH BHATOLI
,,KANGRA,INDORA,2020807901,GPS SURAJPUR
,,KANGRA,INDORA,2020807902,GMS SURAJPUR
,,KANGRA,INDORA,2020808001,GPS SURAJPUR UPRLA
,,KANGRA,INDORA,2020808101,GPS SURARWAN
,,KANGRA,INDORA,2020808102,GMS SURARWAN
,,KANGRA,INDORA,2020808201,GPS TANDA
,,KANGRA,INDORA,2020808301,GPS TAPPA
,,KANGRA,INDORA,2020808401,GPS TATWALI
,,KANGRA,INDORA,2020808402,GHS TATWALI
,,KANGRA,INDORA,2020808501,GPS BASANTPUR
,,KANGRA,INDORA,2020808601,GPS THAKURDWARA
,,KANGRA,INDORA,2020808602,GSSS THAKURDWARA
,,KANGRA,INDORA,2020808701,GPS THATH
,,KANGRA,INDORA,2020808801,GPS TOKI
,,KANGRA,INDORA,2020808901,GPS ULEHRIAN
,,KANGRA,INDORA,2020808902,GHS ULEHRIAN
,,KANGRA,INDORA,2020809501,GPS SARADA
,,KANGRA,INDORA,2020810201,GPS TIPPRI
,,KANGRA,JAWALI,2020900101,GPS ANUHI
,,KANGRA,JAWALI,2020900201,GPS BADHELA
,,KANGRA,JAWALI,2020900501,GPS BHALOON
,,KANGRA,JAWALI,2020900601,GPS BEH MEHSKER
,,KANGRA,JAWALI,2020900701,GPS BHAGLAR
,,KANGRA,JAWALI,2020900801,GPS BHALLAD
,,KANGRA,JAWALI,2020900802,GHS BHALLAD
,,KANGRA,JAWALI,2020900901,GPS BHANAI
,,KANGRA,JAWALI,2020900902,GMS BHANAI
,,KANGRA,JAWALI,2020901001,GPS BHARMAR
,,KANGRA,JAWALI,2020901002,GSSS BHARMAR
,,KANGRA,JAWALI,2020901101,GPS BHATTI
,,KANGRA,JAWALI,2020901201,GPS CHALWARA
,,KANGRA,JAWALI,2020901202,GSSS CHALWARA
,,KANGRA,JAWALI,2020901301,GPS CHANIALA
,,KANGRA,JAWALI,2020901401,GPS PALOURA
,,KANGRA,JAWALI,2020901501,GPS DHAN
,,KANGRA,JAWALI,2020901601,GPS DHEWA
,,KANGRA,JAWALI,2020901602,GMS DHEWA
,,KANGRA,JAWALI,2020901701,GPS GHAR
,,KANGRA,JAWALI,2020901801,GPS GHELI
,,KANGRA,JAWALI,2020901901,GPS GHER
,,KANGRA,JAWALI,2020902001,GPS NANAHAR
,,KANGRA,JAWALI,2020902002,GHS NANAHAR
,,KANGRA,JAWALI,2020902101,GPS HARIAN
,,KANGRA,JAWALI,2020902102,GMS HARIAN
,,KANGRA,JAWALI,2020902201,GHS HARNOTA
,,KANGRA,JAWALI,2020902301,GPS HARSAR
,,KANGRA,JAWALI,2020902302,GSSS HARSAR
,,KANGRA,JAWALI,2020902401,GPS HAWAL
,,KANGRA,JAWALI,2020902501,GPS JAISAR
,,KANGRA,JAWALI,2020902601,GPS JANDROH
,,KANGRA,JAWALI,2020902701,GPS JAWALI(G)
,,KANGRA,JAWALI,2020902702,GPS JAWALI(B)
,,KANGRA,JAWALI,2020902703,GSSS JAWALI
,,KANGRA,JAWALI,2020902704,GHS JAWALI(G)
,,KANGRA,JAWALI,2020902801,GPS JHALOON
,,KANGRA,JAWALI,2020902901,GPS JHARARI
,,KANGRA,JAWALI,2020903001,GPS GUGLARA
,,KANGRA,JAWALI,2020903002,GSSS GUGLARA
,,KANGRA,JAWALI,2020903101,GPS KALDOON
,,KANGRA,JAWALI,2020903102,GHS KALDOON
,,KANGRA,JAWALI,2020903201,GMS KANDOR
,,KANGRA,JAWALI,2020903301,GPS KARDIAL
,,KANGRA,JAWALI,2020903302,GHS KARDIAL
,,KANGRA,JAWALI,2020903401,GPS KEHRIAN
,,KANGRA,JAWALI,2020903501,GPS KHABBAL
,,KANGRA,JAWALI,2020903601,GPS KHAROTA
,,KANGRA,JAWALI,2020903602,GMS KHAROTA
,,KANGRA,JAWALI,2020903701,GPS TAHLIAN
,,KANGRA,JAWALI,2020903702,GHS TAHLIAN
,,KANGRA,JAWALI,2020903801,GPS CHATWANA
,,KANGRA,JAWALI,2020903901,GPS LUDHIAR
,,KANGRA,JAWALI,2020903902,GHS LUDHIAR
,,KANGRA,JAWALI,2020904001,GHS MAIRA
,,KANGRA,JAWALI,2020904002,GPS MAIRA
,,KANGRA,JAWALI,2020904101,GPS MAKRAHAN
,,KANGRA,JAWALI,2020904102,GHS MAKRAHAN
,,KANGRA,JAWALI,2020904201,GPS MANARA
,,KANGRA,JAWALI,2020904301,GPS MASTGARH
,,KANGRA,JAWALI,2020904302,GHS MASTGARH
,,KANGRA,JAWALI,2020904401,GPS MATLAHAR
,,KANGRA,JAWALI,2020904402,GSSS MATLAHAR
,,KANGRA,JAWALI,2020904501,GPS NANA KHAS
,,KANGRA,JAWALI,2020904502,GHS NANA KHAS
,,KANGRA,JAWALI,2020904601,GPS NARGALA
,,KANGRA,JAWALI,2020904701,GSSS PALOURA
,,KANGRA,JAWALI,2020904801,GPS DEHRI PANALTH
,,KANGRA,JAWALI,2020904803,GHS PANALTH
,,KANGRA,JAWALI,2020904901,GPS GUJJAR BASTI
,,KANGRA,JAWALI,2020905001,GPS SAMKEHAR
,,KANGRA,JAWALI,2020905003,GMS SAMKEHAR
,,KANGRA,JAWALI,2020905101,GPS SAROLA
,,KANGRA,JAWALI,2020905201,GPS SIDHPUR GHAR
,,KANGRA,JAWALI,2020905202,GSSS SIDHPUR GHAR
,,KANGRA,JAWALI,2020905301,GPS SOUHRA
,,KANGRA,JAWALI,2020905401,GPS BAGROOR
,,KANGRA,JAWALI,2020905501,GPS THANGAR
,,KANGRA,JAWALI,2020905502,GMS THANGAR
,,KANGRA,JAWALI,2020905601,GPS THAPPAL
,,KANGRA,JAWALI,2020905701,GPS THERU
,,KANGRA,JAWALI,2020905702,GMS THERU
,,KANGRA,JAWALI,2020905801,GPS TIUKARI
,,KANGRA,JAWALI,2020905901,GPS BANAHRA
,,KANGRA,JAWALI,2020906001,GMS BHALOON
,,KANGRA,JAWALI,2020906101,GPS PHARIAN
,,KANGRA,JAWALI,2020932101,GMS NIYAL
,,KANGRA,KANGRA,2021000101,GPS ABDULLAPUR
,,KANGRA,KANGRA,2021000201,GPS SALAHRI
,,KANGRA,KANGRA,2021000301,GPS BALH MATOUR
,,KANGRA,KANGRA,2021000401,GPS BALLA SALOL
,,KANGRA,KANGRA,2021000501,GPS BALWANA
,,KANGRA,KANGRA,2021000504,GMS BALOL
,,KANGRA,KANGRA,2021000601,GPS BALUGLOA
,,KANGRA,KANGRA,2021000603,GSSS BALUGLOA
,,KANGRA,KANGRA,2021000701,GPS BANDAL
,,KANGRA,KANGRA,2021000702,GHS BANDAL
,,KANGRA,KANGRA,2021000801,GPS RANTIAL
,,KANGRA,KANGRA,2021000802,GSSS KOTHAR RANTIAL
,,KANGRA,KANGRA,2021000901,GPS BARI BEHI
,,KANGRA,KANGRA,2021001001,GPS KALLAR
,,KANGRA,KANGRA,2021001201,GPS SUKKA BAAG
,,KANGRA,KANGRA,2021001301,GPS SALOL-II
,,KANGRA,KANGRA,2021001401,GPS BIRTA
,,KANGRA,KANGRA,2021001402,GSSS BIRTA
,,KANGRA,KANGRA,2021001501,GPS BODDER BALLA
,,KANGRA,KANGRA,2021001602,GSSS BOHAR KWALU
,,KANGRA,KANGRA,2021001701,GPS BUSAL-I
,,KANGRA,KANGRA,2021001702,GPS BUSAL-II
,,KANGRA,KANGRA,2021001703,GMS BUSAL
,,KANGRA,KANGRA,2021001801,GPS CHEEL BEHI
,,KANGRA,KANGRA,2021001901,GPS CHANDROT
,,KANGRA,KANGRA,2021002001,GPS CHAUNDHA
,,KANGRA,KANGRA,2021002101,GPS DADOLI
,,KANGRA,KANGRA,2021002201,GPS DAULATPUR
,,KANGRA,KANGRA,2021002202,GSSS DAULATPUR
,,KANGRA,KANGRA,2021002301,GHS DEHRIAN
,,KANGRA,KANGRA,2021002401,GPS DHINNU
,,KANGRA,KANGRA,2021002601,GPS DUHRU
,,KANGRA,KANGRA,2021002701,GPS GAHLIAN
,,KANGRA,KANGRA,2021002702,GSSS GAHLIAN
,,KANGRA,KANGRA,2021002901,GPS GHATARNA
,,KANGRA,KANGRA,2021003001,GPS GHATTA
,,KANGRA,KANGRA,2021003101,GPS GHEEN
,,KANGRA,KANGRA,2021003102,GSSS GHEEN
,,KANGRA,KANGRA,2021003201,GPS GHURKARI-I
,,KANGRA,KANGRA,2021003202,GPS GHURKARI-II
,,KANGRA,KANGRA,2021003301,GPS GOVERNAND
,,KANGRA,KANGRA,2021003401,GPS HALER KALAN
,,KANGRA,KANGRA,2021003402,GHS HALER KALAN
,,KANGRA,KANGRA,2021003501,GPS ICHHI
,,KANGRA,KANGRA,2021003502,GSSS ICHHI
,,KANGRA,KANGRA,2021003601,GPS JALARI
,,KANGRA,KANGRA,2021003602,GHS JALARI
,,KANGRA,KANGRA,2021003701,GPS JANDRAH
,,KANGRA,KANGRA,2021003702,GHS JANDRAH
,,KANGRA,KANGRA,2021003801,GPS JANIANKAR
